"","Country","Year","Age_Group","Grouped_Death_Count","Grouped_Pop_Count","Death_Rate"
"1","Australia",1950,"[0,5)",5800,911986.55,6.35974291506821
"2","Australia",1950,"[5,10)",533,724973.44,0.735199347440922
"3","Australia",1950,"[10,15)",388,594492.89,0.652657090650823
"4","Australia",1950,"[15,20)",597,550036.45,1.08538261418857
"5","Australia",1950,"[20,25)",976,641554.53,1.52130482189877
"6","Australia",1950,"[25,30)",917,686423.56,1.33590985717332
"7","Australia",1950,"[30,35)",985,624614.23,1.57697335841996
"8","Australia",1950,"[35,40)",1432,632173.16,2.26520214809499
"9","Australia",1950,"[40,45)",1979,559936.7,3.53432807672724
"10","Australia",1950,"[45,50)",2710,488697.27,5.54535530759155
"11","Australia",1950,"[50,55)",3901,443436.17,8.7972074988831
"12","Australia",1950,"[55,60)",5544,408306.58,13.5780324676619
"13","Australia",1950,"[60,65)",7654,360884.1,21.2090252798613
"14","Australia",1950,"[65,70)",8988,270832.06,33.1866175666204
"15","Australia",1950,"[70,75)",9802,188732.87,51.9358392631872
"16","Australia",1950,"[75,80)",9908,115956.98,85.4454815915351
"17","Australia",1950,"[80,85)",8577,68328.93,125.5251618897
"18","Australia",1950,"[85,90)",5531,26706.68,207.101743833378
"19","Australia",1950,"[90,95)",1745,6466.97,269.832703723691
"20","Australia",1950,"[95,100)",352,814.78,432.01845897052
"21","Australia",1950,"[100,Inf)",35,40.77,858.474368408143
"22","Australia",1951,"[0,5)",6171,935407.4,6.59712548778211
"23","Australia",1951,"[5,10)",522,780532.32,0.668774356454579
"24","Australia",1951,"[10,15)",395,619411.76,0.637701809213309
"25","Australia",1951,"[15,20)",660,554499.73,1.19026207641255
"26","Australia",1951,"[20,25)",1016,637966.3,1.59256061017643
"27","Australia",1951,"[25,30)",1021,699534.51,1.45954200315293
"28","Australia",1951,"[30,35)",1116,651406.03,1.71321717731105
"29","Australia",1951,"[35,40)",1505,645839.45,2.3303005104442
"30","Australia",1951,"[40,45)",1980,581288.77,3.4062244140722
"31","Australia",1951,"[45,50)",2780,501608.77,5.54216785324547
"32","Australia",1951,"[50,55)",4109,451832.88,9.09407035627863
"33","Australia",1951,"[55,60)",5759,408192.6,14.1085360195163
"34","Australia",1951,"[60,65)",8064,369234.51,21.8397787357417
"35","Australia",1951,"[65,70)",9374,279136.17,33.5821760397443
"36","Australia",1951,"[70,75)",10281,196077.52,52.4333437101816
"37","Australia",1951,"[75,80)",10285,117959.43,87.1909943952764
"38","Australia",1951,"[80,85)",8903,69569.24,127.973224948267
"39","Australia",1951,"[85,90)",5622,26967.99,208.469374247024
"40","Australia",1951,"[90,95)",1995,6758.18,295.197819531294
"41","Australia",1951,"[95,100)",371,885.73,418.863536292098
"42","Australia",1951,"[100,Inf)",36,40.15,896.637608966376
"43","Australia",1952,"[0,5)",6009,946130.12,6.35113487349922
"44","Australia",1952,"[5,10)",521,841973.15,0.618784577631721
"45","Australia",1952,"[10,15)",355,643738.35,0.551466290613259
"46","Australia",1952,"[15,20)",612,567003.01,1.07935934943273
"47","Australia",1952,"[20,25)",898,624372.34,1.43824436553355
"48","Australia",1952,"[25,30)",1017,703901.63,1.44480415537609
"49","Australia",1952,"[30,35)",1082,676500.29,1.59940803573048
"50","Australia",1952,"[35,40)",1487,649390.13,2.28984077722278
"51","Australia",1952,"[40,45)",2006,600469.04,3.3407217797607
"52","Australia",1952,"[45,50)",2889,516967.4,5.58836011709829
"53","Australia",1952,"[50,55)",4134,458471.78,9.01691266581337
"54","Australia",1952,"[55,60)",5673,408610.68,13.8836312354831
"55","Australia",1952,"[60,65)",8133,375013.14,21.6872400791076
"56","Australia",1952,"[65,70)",9691,289297.28,33.4984138115643
"57","Australia",1952,"[70,75)",10242,201970.94,50.7102655461226
"58","Australia",1952,"[75,80)",10159,121318.07,83.7385560123072
"59","Australia",1952,"[80,85)",8939,70316.35,127.125483617964
"60","Australia",1952,"[85,90)",5514,27719.61,198.920547583462
"61","Australia",1952,"[90,95)",1976,7126.6,277.271068952937
"62","Australia",1952,"[95,100)",394,926.09,425.444611214893
"63","Australia",1952,"[100,Inf)",29,47,617.021276595745
"64","Australia",1953,"[0,5)",5928,965730.95,6.13835561550554
"65","Australia",1953,"[5,10)",581,885031.5,0.656473809124308
"66","Australia",1953,"[10,15)",346,673808.21,0.513499234448331
"67","Australia",1953,"[15,20)",640,582625.21,1.09847632580128
"68","Australia",1953,"[20,25)",835,606934.26,1.3757667922717
"69","Australia",1953,"[25,30)",923,702890.12,1.31314977083474
"70","Australia",1953,"[30,35)",1001,699589.59,1.43083890084757
"71","Australia",1953,"[35,40)",1382,643864.66,2.14641381311408
"72","Australia",1953,"[40,45)",1913,618882.2,3.09105674714833
"73","Australia",1953,"[45,50)",2782,533316.98,5.21640994817004
"74","Australia",1953,"[50,55)",4026,464427.11,8.66874459589579
"75","Australia",1953,"[55,60)",5436,410908.22,13.2292315787696
"76","Australia",1953,"[60,65)",7844,376852.05,20.8145345102939
"77","Australia",1953,"[65,70)",9412,300041.1,31.3690357754321
"78","Australia",1953,"[70,75)",10501,207423.83,50.6258128586286
"79","Australia",1953,"[75,80)",10115,125718.06,80.4578117097894
"80","Australia",1953,"[80,85)",8674,71686.25,120.999494324225
"81","Australia",1953,"[85,90)",5586,28569.66,195.522102818164
"82","Australia",1953,"[90,95)",2012,7535.39,267.006750811836
"83","Australia",1953,"[95,100)",390,961.74,405.51500405515
"84","Australia",1953,"[100,Inf)",35,51.23,683.193441342963
"85","Australia",1954,"[0,5)",5744,984271.51,5.83578813532864
"86","Australia",1954,"[5,10)",526,920560.29,0.571391147015477
"87","Australia",1954,"[10,15)",360,715988.2,0.502801582484181
"88","Australia",1954,"[15,20)",606,602639.16,1.00557686958146
"89","Australia",1954,"[20,25)",755,595924.94,1.2669380811617
"90","Australia",1954,"[25,30)",943,700994.26,1.34523212786364
"91","Australia",1954,"[30,35)",1064,720532.59,1.47668546123639
"92","Australia",1954,"[35,40)",1358,641112.33,2.11819354651938
"93","Australia",1954,"[40,45)",2023,638478.9,3.1684680574409
"94","Australia",1954,"[45,50)",2785,549516.14,5.06809499717333
"95","Australia",1954,"[50,55)",4028,471127.94,8.54969459039088
"96","Australia",1954,"[55,60)",5344,416235.34,12.8388906141415
"97","Australia",1954,"[60,65)",7683,376948.77,20.38208003703
"98","Australia",1954,"[65,70)",9732,309385.76,31.4558756679687
"99","Australia",1954,"[70,75)",11023,213576.71,51.6114327259747
"100","Australia",1954,"[75,80)",10727,130874.23,81.9641880605525
"101","Australia",1954,"[80,85)",8909,73160.45,121.773444531847
"102","Australia",1954,"[85,90)",5751,29381.33,195.736544261271
"103","Australia",1954,"[90,95)",2179,7833.8,278.153641910695
"104","Australia",1954,"[95,100)",405,1030.24,393.112284516229
"105","Australia",1954,"[100,Inf)",32,65.05,491.929285165258
"106","Australia",1955,"[0,5)",5752,1001973.98,5.74066803611008
"107","Australia",1955,"[5,10)",505,959459.46,0.526338027872486
"108","Australia",1955,"[10,15)",364,759670.95,0.479154823545642
"109","Australia",1955,"[15,20)",652,625044.91,1.04312504520675
"110","Australia",1955,"[20,25)",718,594210.68,1.2083256396536
"111","Australia",1955,"[25,30)",841,700148.78,1.20117327062971
"112","Australia",1955,"[30,35)",1071,735087.38,1.45696964624804
"113","Australia",1955,"[35,40)",1262,654244.92,1.92894122892081
"114","Australia",1955,"[40,45)",1963,653444.38,3.00408123488643
"115","Australia",1955,"[45,50)",2820,566271.5,4.97994336638874
"116","Australia",1955,"[50,55)",3885,479389.87,8.10405109311133
"117","Australia",1955,"[55,60)",5346,424583.3,12.5911688000918
"118","Australia",1955,"[60,65)",7570,377354.52,20.060711078802
"119","Australia",1955,"[65,70)",10236,317228.76,32.2669356964986
"120","Australia",1955,"[70,75)",11090,220379.19,50.3223557541889
"121","Australia",1955,"[75,80)",10697,136824.64,78.180362835232
"122","Australia",1955,"[80,85)",8915,74659.9,119.408142791512
"123","Australia",1955,"[85,90)",5841,30519.79,191.384016731439
"124","Australia",1955,"[90,95)",2201,8055.48,273.230148917259
"125","Australia",1955,"[95,100)",430,1143.16,376.150320165156
"126","Australia",1955,"[100,Inf)",46,72.92,630.828304991772
"127","Australia",1956,"[0,5)",5688,1019721.92,5.57799130178549
"128","Australia",1956,"[5,10)",451,978498.35,0.460910332654112
"129","Australia",1956,"[10,15)",371,815789.31,0.454774284796647
"130","Australia",1956,"[15,20)",589,650413.41,0.905577884687218
"131","Australia",1956,"[20,25)",778,603162.46,1.28986807302298
"132","Australia",1956,"[25,30)",857,694706.84,1.23361387948908
"133","Australia",1956,"[30,35)",1082,741566.01,1.45907442548506
"134","Australia",1956,"[35,40)",1316,677697.8,1.94186848474349
"135","Australia",1956,"[40,45)",2002,661018.07,3.02866153114392
"136","Australia",1956,"[45,50)",2884,584629.31,4.9330403910129
"137","Australia",1956,"[50,55)",3912,491005.48,7.9673245194738
"138","Australia",1956,"[55,60)",5543,432380.84,12.8197169883846
"139","Australia",1956,"[60,65)",7765,377698.36,20.5587336942633
"140","Australia",1956,"[65,70)",10425,324833.7,32.093344994685
"141","Australia",1956,"[70,75)",11755,227983.3,51.560794145887
"142","Australia",1956,"[75,80)",11670,142219.72,82.0561311750579
"143","Australia",1956,"[80,85)",9793,75933.63,128.967889458202
"144","Australia",1956,"[85,90)",6412,30873.14,207.68862512851
"145","Australia",1956,"[90,95)",2336,8170.46,285.908014971005
"146","Australia",1956,"[95,100)",560,1164.22,481.008744051812
"147","Australia",1956,"[100,Inf)",58,70.41,823.746626899588
"148","Australia",1957,"[0,5)",5825,1036969.86,5.61732816419563
"149","Australia",1957,"[5,10)",491,988029.31,0.496948820273358
"150","Australia",1957,"[10,15)",399,879787.11,0.453518806384876
"151","Australia",1957,"[15,20)",681,674585.47,1.00950884696642
"152","Australia",1957,"[20,25)",764,617908.75,1.23642851796483
"153","Australia",1957,"[25,30)",876,681081.36,1.28618994946507
"154","Australia",1957,"[30,35)",1174,744609.04,1.57666632680151
"155","Australia",1957,"[35,40)",1373,703262.19,1.95233018285826
"156","Australia",1957,"[40,45)",1990,661486.02,3.0083780153056
"157","Australia",1957,"[45,50)",2926,602820.27,4.85385138094311
"158","Australia",1957,"[50,55)",3935,506068.23,7.77563136101233
"159","Australia",1957,"[55,60)",5596,438822.21,12.7523171627981
"160","Australia",1957,"[60,65)",7522,379213.98,19.8357666033304
"161","Australia",1957,"[65,70)",10516,330462.73,31.8220454088726
"162","Australia",1957,"[70,75)",11696,237242.75,49.2997151651631
"163","Australia",1957,"[75,80)",11428,146465.2,78.0253602903625
"164","Australia",1957,"[80,85)",9136,78262.04,116.736031925567
"165","Australia",1957,"[85,90)",5974,31598.01,189.06253906496
"166","Australia",1957,"[90,95)",2285,8466.33,269.892621714486
"167","Australia",1957,"[95,100)",478,1295.89,368.858467925518
"168","Australia",1957,"[100,Inf)",54,66.14,816.449954641669
"169","Australia",1958,"[0,5)",5553,1057397.8,5.25157135753451
"170","Australia",1958,"[5,10)",486,1007329.31,0.482463872713085
"171","Australia",1958,"[10,15)",387,925892.59,0.417975048272068
"172","Australia",1958,"[15,20)",632,704610.67,0.896949232971451
"173","Australia",1958,"[20,25)",817,635888.75,1.28481593674994
"174","Australia",1958,"[25,30)",769,666901.91,1.1530931137984
"175","Australia",1958,"[30,35)",1023,746557,1.3702905471384
"176","Australia",1958,"[35,40)",1391,729453.15,1.90690793507438
"177","Australia",1958,"[40,45)",1905,656220.81,2.90298626768633
"178","Australia",1958,"[45,50)",3008,621936.72,4.83650491001721
"179","Australia",1958,"[50,55)",4120,523172.33,7.87503421673696
"180","Australia",1958,"[55,60)",5450,445180.02,12.2422385443084
"181","Australia",1958,"[60,65)",7419,382412.34,19.4005245751222
"182","Australia",1958,"[65,70)",10146,332604.94,30.5046581689376
"183","Australia",1958,"[70,75)",11673,247037.81,47.2518761399318
"184","Australia",1958,"[75,80)",11299,150618.9,75.0171459225901
"185","Australia",1958,"[80,85)",9070,81197.04,111.703579342301
"186","Australia",1958,"[85,90)",5935,32710.26,181.441541583589
"187","Australia",1958,"[90,95)",2282,8817.34,258.808212000445
"188","Australia",1958,"[95,100)",490,1435.16,341.425346302851
"189","Australia",1958,"[100,Inf)",35,84.24,415.479582146249
"190","Australia",1959,"[0,5)",5902,1081046.58,5.45952423252659
"191","Australia",1959,"[5,10)",509,1023755.89,0.497188836686449
"192","Australia",1959,"[10,15)",382,961903.3,0.397129316429209
"193","Australia",1959,"[15,20)",707,746684.92,0.946851852853811
"194","Australia",1959,"[20,25)",746,658295.33,1.13322997445539
"195","Australia",1959,"[25,30)",729,657672.05,1.108455194348
"196","Australia",1959,"[30,35)",1107,745383.56,1.48514142168631
"197","Australia",1959,"[35,40)",1509,750923.56,2.00952544357511
"198","Australia",1959,"[40,45)",1971,654212.32,3.01278337283529
"199","Australia",1959,"[45,50)",3188,641272.34,4.97136676751098
"200","Australia",1959,"[50,55)",4185,539814.51,7.75266303975416
"201","Australia",1959,"[55,60)",5941,452026.3,13.1430405708694
"202","Australia",1959,"[60,65)",7476,387832.07,19.2763842350634
"203","Australia",1959,"[65,70)",10724,333099.18,32.1946154295546
"204","Australia",1959,"[70,75)",12596,255179.19,49.3613918909297
"205","Australia",1959,"[75,80)",12408,155672.6,79.7057414085716
"206","Australia",1959,"[80,85)",9816,84630.99,115.985881767423
"207","Australia",1959,"[85,90)",6304,33596.76,187.637141200521
"208","Australia",1959,"[90,95)",2501,9069.68,275.753940602094
"209","Australia",1959,"[95,100)",635,1449.6,438.051876379691
"210","Australia",1959,"[100,Inf)",48,101.06,474.965367108648
"211","Australia",1960,"[0,5)",5649,1106512.61,5.10522876011327
"212","Australia",1960,"[5,10)",502,1038918.63,0.483194723344214
"213","Australia",1960,"[10,15)",408,999203.29,0.408325316863198
"214","Australia",1960,"[15,20)",716,789819.72,0.906535987731479
"215","Australia",1960,"[20,25)",736,682553.95,1.07830304110027
"216","Australia",1960,"[25,30)",743,653745.47,1.13652795177303
"217","Australia",1960,"[30,35)",1025,741282.75,1.38273823315058
"218","Australia",1960,"[35,40)",1418,762824.65,1.85888067460851
"219","Australia",1960,"[40,45)",2016,667042.46,3.02229636176384
"220","Australia",1960,"[45,50)",3168,654637.81,4.83931717906731
"221","Australia",1960,"[50,55)",4296,556018.63,7.7263598163968
"222","Australia",1960,"[55,60)",5748,460039.46,12.4945803562155
"223","Australia",1960,"[60,65)",7710,395127.96,19.5126662258981
"224","Australia",1960,"[65,70)",10484,333957.8,31.3931880015978
"225","Australia",1960,"[70,75)",12492,261623.85,47.747940411396
"226","Australia",1960,"[75,80)",12087,161575.9,74.8069483134552
"227","Australia",1960,"[80,85)",10030,88757.98,113.003923703536
"228","Australia",1960,"[85,90)",6130,34714.36,176.583984264725
"229","Australia",1960,"[90,95)",2625,9448.11,277.833344446667
"230","Australia",1960,"[95,100)",584,1511.52,386.366042129777
"231","Australia",1960,"[100,Inf)",57,117.55,484.900042535091
"232","Australia",1961,"[0,5)",5662,1130535.05,5.00824808571835
"233","Australia",1961,"[5,10)",459,1054509.59,0.435273424113668
"234","Australia",1961,"[10,15)",430,1015280.29,0.423528363778243
"235","Australia",1961,"[15,20)",701,845033.17,0.829553235170638
"236","Australia",1961,"[20,25)",791,705736.7,1.12081460408676
"237","Australia",1961,"[25,30)",739,657938.63,1.12320506245393
"238","Australia",1961,"[30,35)",983,731335.89,1.34411562927672
"239","Australia",1961,"[35,40)",1454,764943.02,1.90079517295288
"240","Australia",1961,"[40,45)",2013,689290.41,2.92039461277287
"241","Australia",1961,"[45,50)",3107,660157.82,4.70645034546436
"242","Australia",1961,"[50,55)",4385,573222.75,7.64973127811134
"243","Australia",1961,"[55,60)",5630,471202.19,11.9481617859204
"244","Australia",1961,"[60,65)",7694,401776.73,19.1499393207765
"245","Australia",1961,"[65,70)",10198,334799.17,30.4600516184075
"246","Australia",1961,"[70,75)",12711,268331.24,47.370555884585
"247","Australia",1961,"[75,80)",12436,167875.9,74.0785306288753
"248","Australia",1961,"[80,85)",10179,92623.9,109.896041950296
"249","Australia",1961,"[85,90)",6290,36093.64,174.268929373707
"250","Australia",1961,"[90,95)",2586,9897.67,261.273612880607
"251","Australia",1961,"[95,100)",604,1564.45,386.078174438301
"252","Australia",1961,"[100,Inf)",75,122.21,613.697733409705
"253","Australia",1962,"[0,5)",5758,1147857.53,5.0163019795671
"254","Australia",1962,"[5,10)",488,1070169.05,0.456002722186742
"255","Australia",1962,"[10,15)",374,1021369.04,0.366175187765629
"256","Australia",1962,"[15,20)",732,908640.02,0.8055995596584
"257","Australia",1962,"[20,25)",846,725828.51,1.16556457667941
"258","Australia",1962,"[25,30)",736,670161.63,1.09824252397142
"259","Australia",1962,"[30,35)",980,715836.73,1.36902726408018
"260","Australia",1962,"[35,40)",1470,765057.8,1.92142345323451
"261","Australia",1962,"[40,45)",2056,713810.95,2.8803144586112
"262","Australia",1962,"[45,50)",3293,658781.1,4.99862549183636
"263","Australia",1962,"[50,55)",4649,590267.4,7.87609141212948
"264","Australia",1962,"[55,60)",6013,485868.22,12.3757837053018
"265","Australia",1962,"[60,65)",8022,407520.54,19.6848973551125
"266","Australia",1962,"[65,70)",10259,336968.49,30.4449831496114
"267","Australia",1962,"[70,75)",13388,273461.1,48.9576031106435
"268","Australia",1962,"[75,80)",13195,175083.29,75.3641309801752
"269","Australia",1962,"[80,85)",10859,95619.97,113.564143557041
"270","Australia",1962,"[85,90)",6783,37249.19,182.097919444691
"271","Australia",1962,"[90,95)",2716,10267.66,264.519861390034
"272","Australia",1962,"[95,100)",654,1597.65,409.351234625857
"273","Australia",1962,"[100,Inf)",65,142.61,455.788514129444
"274","Australia",1963,"[0,5)",5489,1159286.59,4.73480849976881
"275","Australia",1963,"[5,10)",472,1091153.15,0.432569891770005
"276","Australia",1963,"[10,15)",402,1039378.9,0.386769444713569
"277","Australia",1963,"[15,20)",786,955647.12,0.822479326887942
"278","Australia",1963,"[20,25)",848,754708.23,1.12361302857397
"279","Australia",1963,"[25,30)",756,688791.23,1.09757495025017
"280","Australia",1963,"[30,35)",952,702352.33,1.35544506558411
"281","Australia",1963,"[35,40)",1495,766856.99,1.94951603688192
"282","Australia",1963,"[40,45)",2169,739550.69,2.93286184345254
"283","Australia",1963,"[45,50)",3304,652769.58,5.06151037246558
"284","Australia",1963,"[50,55)",4780,608230.15,7.85886723964604
"285","Australia",1963,"[55,60)",6246,502518.63,12.4293899312748
"286","Australia",1963,"[60,65)",8451,413276.71,20.4487690583871
"287","Australia",1963,"[65,70)",10408,340460.27,30.570380502841
"288","Australia",1963,"[70,75)",13252,275203.3,48.153492345477
"289","Australia",1963,"[75,80)",13801,182578.33,75.5894743916214
"290","Australia",1963,"[80,85)",11089,99388.58,111.572174589877
"291","Australia",1963,"[85,90)",6848,38667.18,177.101097106125
"292","Australia",1963,"[90,95)",2778,10741.85,258.614670657289
"293","Australia",1963,"[95,100)",652,1649.1,395.3671699715
"294","Australia",1963,"[100,Inf)",70,157.4,444.726810673443
"295","Australia",1964,"[0,5)",5274,1163952.05,4.53111449049813
"296","Australia",1964,"[5,10)",515,1117664.65,0.460782221214566
"297","Australia",1964,"[10,15)",453,1056663.29,0.428707994577913
"298","Australia",1964,"[15,20)",874,993362.73,0.879839733870426
"299","Australia",1964,"[20,25)",940,795980.84,1.18093294808453
"300","Australia",1964,"[25,30)",732,710840,1.02976759889708
"301","Australia",1964,"[30,35)",1001,693071.23,1.44429599249128
"302","Australia",1964,"[35,40)",1552,766540.55,2.02468088609272
"303","Australia",1964,"[40,45)",2415,760723.58,3.1746091004567
"304","Australia",1964,"[45,50)",3321,650864.38,5.10244545876055
"305","Australia",1964,"[50,55)",5062,626318.65,8.08214796094608
"306","Australia",1964,"[55,60)",6714,518462.46,12.9498286143996
"307","Australia",1964,"[60,65)",9010,420432.06,21.430335260351
"308","Australia",1964,"[65,70)",10678,345480.81,30.9076501238954
"309","Australia",1964,"[70,75)",14065,275499.18,51.0527835327858
"310","Australia",1964,"[75,80)",14872,188621.35,78.8457934374873
"311","Australia",1964,"[80,85)",12257,102656.62,119.398047588163
"312","Australia",1964,"[85,90)",7431,40256.74,184.590207751547
"313","Australia",1964,"[90,95)",2985,11088.37,269.200973632734
"314","Australia",1964,"[95,100)",671,1700.76,394.529504456831
"315","Australia",1964,"[100,Inf)",78,156.83,497.35382261047
"316","Australia",1965,"[0,5)",5120,1162210.27,4.4053990333436
"317","Australia",1965,"[5,10)",435,1150781.7,0.378003925505593
"318","Australia",1965,"[10,15)",440,1077108.41,0.408501127569879
"319","Australia",1965,"[15,20)",995,1034393.9,0.9619159587078
"320","Australia",1965,"[20,25)",981,838649.47,1.16973781668281
"321","Australia",1965,"[25,30)",838,734342.57,1.14115677646197
"322","Australia",1965,"[30,35)",938,689903.46,1.35961051710047
"323","Australia",1965,"[35,40)",1605,765087.45,2.09779940842057
"324","Australia",1965,"[40,45)",2375,773041.05,3.07228186653218
"325","Australia",1965,"[45,50)",3335,665380.19,5.01217206361374
"326","Australia",1965,"[50,55)",5285,639556.9,8.2635337059142
"327","Australia",1965,"[55,60)",6723,534908.12,12.5685136355754
"328","Australia",1965,"[60,65)",8648,429533.16,20.1334863180296
"329","Australia",1965,"[65,70)",11062,352576.03,31.3747931190898
"330","Australia",1965,"[70,75)",13699,276405.2,49.5612962418941
"331","Australia",1965,"[75,80)",14781,193576.88,76.3572591933499
"332","Australia",1965,"[80,85)",11979,106274.54,112.717495648534
"333","Australia",1965,"[85,90)",7606,42220.75,180.148386752959
"334","Australia",1965,"[90,95)",2968,11467.52,258.817948431745
"335","Australia",1965,"[95,100)",679,1828.16,371.411692630842
"336","Australia",1965,"[100,Inf)",90,159.92,562.781390695348
"337","Australia",1966,"[0,5)",4979,1154795.51,4.31158586683455
"338","Australia",1966,"[5,10)",481,1183744.6,0.406337650875028
"339","Australia",1966,"[10,15)",404,1099083.45,0.367579004123845
"340","Australia",1966,"[15,20)",1051,1052307.98,0.998757036889524
"341","Australia",1966,"[20,25)",1016,894781.9,1.13547223071902
"342","Australia",1966,"[25,30)",843,759976.6,1.10924467937565
"343","Australia",1966,"[30,35)",927,698469.4,1.32718770500182
"344","Australia",1966,"[35,40)",1617,760190.08,2.12709958014711
"345","Australia",1966,"[40,45)",2358,777303.15,3.03356547570919
"346","Australia",1966,"[45,50)",3312,689495.1,4.80351491983047
"347","Australia",1966,"[50,55)",5282,645019.79,8.18889603371704
"348","Australia",1966,"[55,60)",7058,551283.55,12.8028489150456
"349","Australia",1966,"[60,65)",9042,440667.3,20.5188812512297
"350","Australia",1966,"[65,70)",11541,358485.11,32.1938057622533
"351","Australia",1966,"[70,75)",14043,276974.07,50.7014970751594
"352","Australia",1966,"[75,80)",15672,197847.25,79.2126248911724
"353","Australia",1966,"[80,85)",12958,109256.88,118.601226760274
"354","Australia",1966,"[85,90)",8035,43740.28,183.697955294296
"355","Australia",1966,"[90,95)",3209,11733.87,273.481809496782
"356","Australia",1966,"[95,100)",704,1960.76,359.044452151207
"357","Australia",1966,"[100,Inf)",91,147.66,616.280644724367
"358","Australia",1967,"[0,5)",4997,1147060.2,4.35635374673448
"359","Australia",1967,"[5,10)",487,1206110.11,0.403777396410349
"360","Australia",1967,"[10,15)",375,1117789.32,0.335483613316327
"361","Australia",1967,"[15,20)",961,1057706.13,0.908569944659392
"362","Australia",1967,"[20,25)",1118,961080.79,1.16327369315123
"363","Australia",1967,"[25,30)",828,785132.25,1.05459940029212
"364","Australia",1967,"[30,35)",882,715660.35,1.23242820424521
"365","Australia",1967,"[35,40)",1373,749716.92,1.83135789439033
"366","Australia",1967,"[40,45)",2447,780676.97,3.13445905801474
"367","Australia",1967,"[45,50)",3573,714682.78,4.99942086193822
"368","Australia",1967,"[50,55)",5195,642622.77,8.08405839712153
"369","Australia",1967,"[55,60)",7325,565754.44,12.9473133255481
"370","Australia",1967,"[60,65)",9111,453858.53,20.0745373233373
"371","Australia",1967,"[65,70)",11375,363589.36,31.2852939370943
"372","Australia",1967,"[70,75)",13555,277384.2,48.8672390136136
"373","Australia",1967,"[75,80)",15208,200152.81,75.9819459941632
"374","Australia",1967,"[80,85)",12671,113838.39,111.306915004683
"375","Australia",1967,"[85,90)",7791,45494.2,171.25259923243
"376","Australia",1967,"[90,95)",3045,12275.37,248.057696020568
"377","Australia",1967,"[95,100)",750,2047.26,366.343307640456
"378","Australia",1967,"[100,Inf)",96,155.53,617.244261557256
"379","Australia",1968,"[0,5)",5076,1153239.85,4.40151283360526
"380","Australia",1968,"[5,10)",512,1220933.91,0.419351117866814
"381","Australia",1968,"[10,15)",441,1142562.4,0.385974542834597
"382","Australia",1968,"[15,20)",1104,1076334.38,1.02570355506065
"383","Australia",1968,"[20,25)",1198,1013671.57,1.18184235945376
"384","Australia",1968,"[25,30)",869,818889.58,1.06119313424406
"385","Australia",1968,"[30,35)",966,738145.67,1.30868477491712
"386","Australia",1968,"[35,40)",1448,740159.35,1.95633548370361
"387","Australia",1968,"[40,45)",2433,786599.64,3.09306014937917
"388","Australia",1968,"[45,50)",3608,741150.33,4.86810820147648
"389","Australia",1968,"[50,55)",5273,635665.64,8.29524150463756
"390","Australia",1968,"[55,60)",7479,580599.02,12.8815236374323
"391","Australia",1968,"[60,65)",9752,468514.43,20.8147270938912
"392","Australia",1968,"[65,70)",11833,370141.38,31.9688655183595
"393","Australia",1968,"[70,75)",13880,278193.99,49.8932417626995
"394","Australia",1968,"[75,80)",16090,200004.56,80.4481657818202
"395","Australia",1968,"[80,85)",14006,117850.75,118.845234332408
"396","Australia",1968,"[85,90)",8919,46730.32,190.861094039159
"397","Australia",1968,"[90,95)",3482,12534.18,277.800382633726
"398","Australia",1968,"[95,100)",871,2040.91,426.770411238124
"399","Australia",1968,"[100,Inf)",99,161.57,612.737513152194
"400","Australia",1969,"[0,5)",5402,1174680.56,4.59869702789667
"401","Australia",1969,"[5,10)",511,1228067.62,0.416100865846459
"402","Australia",1969,"[10,15)",424,1173587.59,0.361285347265814
"403","Australia",1969,"[15,20)",1050,1094470.35,0.959368154651243
"404","Australia",1969,"[20,25)",1179,1055567.37,1.11693486698059
"405","Australia",1969,"[25,30)",905,864220.37,1.04718661051694
"406","Australia",1969,"[30,35)",933,764569.05,1.22029527614282
"407","Australia",1969,"[35,40)",1397,734874.57,1.90100468437763
"408","Australia",1969,"[40,45)",2394,788745.3,3.03520033653449
"409","Australia",1969,"[45,50)",3789,762533.19,4.96896403945381
"410","Australia",1969,"[50,55)",5092,633688.2,8.0354975838275
"411","Australia",1969,"[55,60)",7514,594177.72,12.646048054444
"412","Australia",1969,"[60,65)",9611,481712.68,19.951727241226
"413","Australia",1969,"[65,70)",12101,377229.42,32.0786220756589
"414","Australia",1969,"[70,75)",13386,280744.29,47.680399840011
"415","Australia",1969,"[75,80)",15583,199433.24,78.1364229954846
"416","Australia",1969,"[80,85)",13227,122401.07,108.06278082373
"417","Australia",1969,"[85,90)",8296,49111.16,168.922908764525
"418","Australia",1969,"[90,95)",3181,13393.91,237.495996314743
"419","Australia",1969,"[95,100)",785,2149.42,365.214802132668
"420","Australia",1969,"[100,Inf)",97,165.76,585.183397683398
"421","Australia",1970,"[0,5)",5572,1218907.73,4.57130581984249
"422","Australia",1970,"[5,10)",518,1237752.46,0.418500481105891
"423","Australia",1970,"[10,15)",439,1220373.44,0.359725954048951
"424","Australia",1970,"[15,20)",1182,1119464.99,1.05586151470445
"425","Australia",1970,"[20,25)",1354,1108391.97,1.22158950682402
"426","Australia",1970,"[25,30)",978,925370.81,1.05687362236983
"427","Australia",1970,"[30,35)",987,800888.77,1.23238087106653
"428","Australia",1970,"[35,40)",1519,744145.29,2.04126804323387
