"","Country","Year","Type","Birth_Count","Death_Count","Pop_Count","Birth_Rate","Death_Rate"
"1","Australia",1921,"Female",66159,23424.03,2713450.44,24.3818715185378,8.63256231059079
"2","Australia",1921,"Male",70039,30652.02,2804102.72,24.9773303597095,10.9311330791762
"3","Australia",1921,"Total",136198,54076.05,5517553.16,24.6844925731536,9.80073022078504
"4","Australia",1922,"Female",66914,22066.02,2769348.74,24.1623595589481,7.96794556109246
"5","Australia",1922,"Male",70582,29244.97,2867671.93,24.612996787258,10.1981574998365
"6","Australia",1922,"Total",137496,51310.99,5637020.67,24.3916082713246,9.10250165891267
"7","Australia",1923,"Female",65857,24614.04,2824938.08,23.3127233712677,8.71312549264797
"8","Australia",1923,"Male",69365,31622.01,2932692.19,23.6523288180476,10.7825874491111
"9","Australia",1923,"Total",135222,56236.05,5757630.27,23.4857039543805,9.76722147182959
"10","Australia",1924,"Female",66127,23877.06,2881861.88,22.9459296640545,8.2852895087394
"11","Australia",1924,"Male",68800,31102.96,2998944.56,22.9414044252955,10.3713020956946
"12","Australia",1924,"Total",134927,54980.02,5880806.44,22.94362199753,9.34906131683531
"13","Australia",1925,"Female",66250,23433.96,2939510.66,22.537764840084,7.97206158116127
"14","Australia",1925,"Male",69542,31134,3063854.3,22.6975545149128,10.161710365927
"15","Australia",1925,"Total",135792,54567.96,6003364.96,22.619314485255,9.08956233105641
"16","Australia",1926,"Female",64740,24564.96,2997282.2,21.599567768427,8.19574479840437
"17","Australia",1926,"Male",68422,32386.98,3127648.9,21.8764964315528,10.3550561573583
"18","Australia",1926,"Total",133162,56951.94,6124931.1,21.7409792577095,9.29838051566001
"19","Australia",1927,"Female",64818,25424.01,3055104,21.2162990196078,8.32181490384616
"20","Australia",1927,"Male",68880,32858.05,3192438.57,21.5759829013719,10.2924611639434
"21","Australia",1927,"Total",133698,58282.06,6247542.57,21.4000942773888,9.32879757872542
"22","Australia",1928,"Female",64926,26232.94,3107319.99,20.8945329766311,8.44230400616063
"23","Australia",1928,"Male",69152,33144.96,3245654.58,21.3060257324117,10.2121033471159
"24","Australia",1928,"Total",134078,59377.9,6352974.57,21.1047594355474,9.34647216760384
"25","Australia",1929,"Female",62857,26138.97,3150320.27,19.9525745361756,8.2972421086571
"26","Australia",1929,"Male",66623,34716.99,3282156.11,20.2985469816669,10.5774950479123
"27","Australia",1929,"Total",129480,60855.96,6432476.38,20.1291061717043,9.46073586670519
"28","Australia",1930,"Female",62516,24183.03,3188850.19,19.6045584693961,7.58362060276027
"29","Australia",1930,"Male",65883,31148.07,3309998.23,19.9042402509079,9.41029808345245
"30","Australia",1930,"Total",128399,55331.1,6498848.42,19.7571926135184,8.51398531310875
"31","Australia",1931,"Female",57488,24764,3221739.39,17.8437772398468,7.68653109462091
"32","Australia",1931,"Male",61021,31795.95,3333668.46,18.3044597062301,9.53782608604096
"33","Australia",1931,"Total",118509,56559.95,6555407.85,18.0780513908071,8.62798338321543
"34","Australia",1932,"Female",53958,24896.97,3250235.39,16.6012591475721,7.66005135400362
"35","Australia",1932,"Male",56975,31860,3356592.81,16.9740576903637,9.49176793356713
"36","Australia",1932,"Total",110933,56756.97,6606828.2,16.7906590941777,8.59065322751998
"37","Australia",1933,"Female",54109,25867.06,3277861.49,16.5074089204422,7.89144388160221
"38","Australia",1933,"Male",57160,33249.98,3379359.64,16.9144471406423,9.83913626902403
"39","Australia",1933,"Total",111269,59117.04,6657221.13,16.7140309488262,8.88013764986653
"40","Australia",1934,"Female",53627,27658.03,3304763.64,16.2271816812896,8.36914013009415
"41","Australia",1934,"Male",55848,34570.97,3401241.87,16.4198848933963,10.1642198118654
"42","Australia",1934,"Total",109475,62229,6706005.51,16.3249194825073,9.27959273329019
"43","Australia",1935,"Female",54433,27907.98,3332757.36,16.3327221637281,8.37384093272245
"44","Australia",1935,"Male",56892,35690.96,3424218.81,16.6145924535705,10.4230955965107
"45","Australia",1935,"Total",111325,63598.94,6756976.17,16.4755649863421,9.41233747165931
"46","Australia",1936,"Female",56679,28280.95,3362931.23,16.8540467002056,8.40961294352725
"47","Australia",1936,"Male",59394,35650.94,3449487.79,17.2182085039356,10.3351402209196
"48","Australia",1936,"Total",116073,63931.89,6812419.02,17.0384410675901,9.3846091692698
"49","Australia",1937,"Female",58226,28249.99,3394879.33,17.1511250740096,8.32135320697835
"50","Australia",1937,"Male",60905,36246.07,3477853.05,17.5122407773957,10.4219670810991
"51","Australia",1937,"Total",119131,64496.06,6872732.38,17.3338627802062,9.38434038079044
"52","Australia",1938,"Female",58523,29405,3429812.61,17.0630313240349,8.57335468248803
"53","Australia",1938,"Male",61892,37045.95,3509082.47,17.63765899751,10.5571613995154
"54","Australia",1938,"Total",120415,66450.95,6938895.08,17.3536274308387,9.57658953390602
"55","Australia",1939,"Female",59838,30309.97,3468001.65,17.2543170502817,8.73989491902347
"56","Australia",1939,"Male",63053,38837.01,3541048.94,17.8063057213776,10.9676569451763
"57","Australia",1939,"Total",122891,69146.98,7009050.59,17.5331877580299,9.86538463549597
"58","Australia",1940,"Female",61752,29776.03,3508225.44,17.60206151404,8.48749047324621
"59","Australia",1940,"Male",64595,38608.06,3572125.38,18.0830718769451,10.8081480611411
"60","Australia",1940,"Total",126347,68384.09,7080350.82,17.8447372470733,9.65829119749747
"61","Australia",1941,"Female",65564,31767,3549264.69,18.4725586076253,8.95030457703057
"62","Australia",1941,"Male",68961,39408.99,3601713.41,19.1467205048944,10.9417339787732
"63","Australia",1941,"Total",134525,71175.99,7150978.1,18.8121118704027,9.95332232943071
"64","Australia",1942,"Female",66481,33603.91,3586945.1,18.5341559869428,9.36839261911201
"65","Australia",1942,"Male",70227,41586.91,3626741.97,19.3636604370837,11.4667407673339
"66","Australia",1942,"Total",136708,75190.82,7213687.07,18.951196340154,10.4233548351024
"67","Australia",1943,"Female",72942,33708,3625003.1,20.1219138267771,9.2987506686546
"68","Australia",1943,"Male",76353,40778.01,3652982.61,20.9015503635261,11.1629357031076
"69","Australia",1943,"Total",149295,74486.01,7277985.71,20.5132307136668,10.2344265251381
"70","Australia",1944,"Female",75002,31775.92,3669109.07,20.4414746384195,8.66039122679992
"71","Australia",1944,"Male",78342,37819.96,3687460.08,21.2455181345312,10.2563713720258
"72","Australia",1944,"Total",153344,69595.88,7356569.15,20.844499232363,9.4603718908834
"73","Australia",1945,"Female",78103,32020,3709933.48,21.0523990311546,8.63088251382879
"74","Australia",1945,"Male",82457,38211.02,3723588.92,22.1444960148823,10.2618792839248
"75","Australia",1945,"Total",160560,70231.02,7433522.4,21.5994506184578,9.4478789759213
"76","Australia",1946,"Female",85411,33377.94,3756266.36,22.7382703499227,8.88593534139043
"77","Australia",1946,"Male",90968,41282.99,3770268.54,24.1277243344581,10.9496152759453
"78","Australia",1946,"Total",176379,74660.93,7526534.9,23.4342897951619,9.91969491830829
"79","Australia",1947,"Female",88566,32698.97,3815346.96,23.2130920014677,8.57037914056445
"80","Australia",1947,"Male",93818,40769.05,3833558.59,24.4728227826564,10.6347794204444
"81","Australia",1947,"Total",182384,73468.02,7648905.55,23.8444570674559,9.60503689315395
"82","Australia",1948,"Female",86665,34184,3892028.93,22.267306219638,8.78307962628633
"83","Australia",1948,"Male",91311,42655.05,3921346.02,23.2856268062771,10.8776552190107
"84","Australia",1948,"Total",177976,76839.05,7813374.95,22.7783769675612,9.83429702167307
"85","Australia",1949,"Female",88515,33065.07,3998642.4,22.1362630476784,8.26907402372365
"86","Australia",1949,"Male",92746,42194.99,4050260.69,22.8987729676235,10.4178454745341
"87","Australia",1949,"Total",181261,75260.06,8048903.09,22.5199630276577,9.35034987481754
"88","Australia",1950,"Female",92761,34467,4114979.28,22.5422763246575,8.37598385185551
"89","Australia",1950,"Male",97830,43720.06,4190416.39,23.3461286170657,10.4333450261252
"90","Australia",1950,"Total",190591,78187.06,8305395.67,22.9478531273875,9.41400784581766
"91","Australia",1951,"Female",93897,35834.94,4219194,22.2547244805524,8.49331412587333
"92","Australia",1951,"Male",99401,45953.02,4314955.44,23.0363908462517,10.6497090500661
"93","Australia",1951,"Total",193298,81787.96,8534149.44,22.6499431910581,9.58361000999767
"94","Australia",1952,"Female",98269,35745.94,4311846.67,22.7904671758655,8.29016955744394
"95","Australia",1952,"Male",103381,45850.99,4419416.33,23.3924555372225,10.3748971756187
"96","Australia",1952,"Total",201650,81596.93,8731263,23.095169622081,9.34537534833162
"97","Australia",1953,"Female",98736,35365.96,4400490.56,22.4374984229031,8.03682214921056
"98","Australia",1953,"Male",103499,44821.98,4506357.76,22.9673287191472,9.94638739024573
"99","Australia",1953,"Total",202235,80187.94,8906848.32,22.7055623643987,9.0029533589273
"100","Australia",1954,"Female",98701,36018.04,4496299.43,21.9516074355395,8.01059639393278
"101","Australia",1954,"Male",103555,45786.97,4603339.52,22.4956250891527,9.94646816752721
"102","Australia",1954,"Total",202256,81805.01,9099638.95,22.226815933175,8.98991822087623
"103","Australia",1955,"Female",101227,35848.04,4601378.79,21.9992755693126,7.79071700810791
"104","Australia",1955,"Male",106450,46188,4718389.68,22.5606631116572,9.78893290560096
"105","Australia",1955,"Total",207677,82036.04,9319768.47,22.2834934868291,8.80236888545794
"106","Australia",1956,"Female",102544,37896,4708634.08,21.7778655673324,8.04819388301246
"107","Australia",1956,"Male",109589,48191.97,4830902.66,22.6849944436678,9.97576920748803
"108","Australia",1956,"Total",212133,86087.97,9539536.74,22.2372433569557,9.02433444582551
"109","Australia",1957,"Female",107121,37293.98,4817002.15,22.2381050836774,7.74215556453509
"110","Australia",1957,"Male",113237,47658.98,4931500.74,22.9619756682831,9.66419402788126
"111","Australia",1957,"Total",220358,84952.96,9748502.89,22.6042913959684,8.71446220600136
"112","Australia",1958,"Female",108547,36673.06,4926449.21,22.0335165091451,7.44411612435968
"113","Australia",1958,"Male",113957,47050,5031009.88,22.6509195406311,9.35199912586934
"114","Australia",1958,"Total",222504,83723.06,9957459.09,22.3454596186546,8.40807471497229
"115","Australia",1959,"Female",110735,38919.01,5034725.56,21.9942474878412,7.73011548220317
"116","Australia",1959,"Male",116241,50292.99,5138896.23,22.6198379569147,9.78673001925941
"117","Australia",1959,"Total",226976,89212,10173621.79,22.3102455236839,8.76895188768365
"118","Australia",1960,"Female",111911,38835.02,5144702.04,21.7526688873123,7.54854599898267
"119","Australia",1960,"Male",118415,49628.99,5254733.46,22.5349203535054,9.44462557002844
"120","Australia",1960,"Total",230326,88464.01,10399435.5,22.1479329334751,8.50661653702261
"121","Australia",1961,"Female",116874,38712.94,5254264.27,22.2436470634546,7.36790880904816
"122","Australia",1961,"Male",123112,50248.01,5358006.85,22.9772009343362,9.37811604328203
"123","Australia",1961,"Total",239986,88960.95,10612271.12,22.6140095071374,8.38283803665205
"124","Australia",1962,"Female",114971,40784.97,5359720.98,21.4509300818118,7.60953231561692
"125","Australia",1962,"Male",122110,52377.98,5451840.38,22.3979411517547,9.60739426490693
"126","Australia",1962,"Total",237081,93162.95,10811561.36,21.9284700984206,8.61697463464241
"127","Australia",1963,"Female",114553,41682.05,5468062.27,20.9494688142972,7.62281918929208
"128","Australia",1963,"Male",121136,53212.05,5555308.54,21.8054495313414,9.57859489114893
"129","Australia",1963,"Total",235689,94894.1,11023370.81,21.3808465724651,8.60844669344839
"130","Australia",1964,"Female",111087,44355.51,5577810.04,19.915880821212,7.95213707206135
"131","Australia",1964,"Male",118062,56378.41,5662537.36,20.8496637627482,9.95638640695874
"132","Australia",1964,"Total",229149,100733.92,11240347.4,20.3862916194209,8.9618155396158
"133","Australia",1965,"Female",108388,44242.5,5698423.06,19.0207007901586,7.7639900607871
"134","Australia",1965,"Male",114466,56181.95,5780982.59,19.8004401877986,9.7184084410121
"135","Australia",1965,"Total",222854,100424.45,11479405.65,19.413374419781,8.74822730913773
"136","Australia",1966,"Female",108653,46381.98,5814329.63,18.6871070121974,7.97718446520205
"137","Australia",1966,"Male",115078,58075.06,5892938.98,19.5281166817716,9.85502483516298
"138","Australia",1966,"Total",223731,104457.04,11707268.61,19.1104353588416,8.92240910153679
"139","Australia",1967,"Female",111616,45330.49,5918516.21,18.8587808227022,7.65909704250012
"140","Australia",1967,"Male",117680,57658.93,5994273.31,19.6320711309041,9.61900250757835
"141","Australia",1967,"Total",229296,102989.42,11912789.52,19.2478847724995,8.64528159648035
"142","Australia",1968,"Female",117279,48189.49,6034768.77,19.4338846225586,7.98530844123792
"143","Australia",1968,"Male",123627,61007.47,6109356.16,20.2356838858778,9.98590823685093
"144","Australia",1968,"Total",240906,109196.96,12144124.93,19.8372465194987,8.9917520306669
"145","Australia",1969,"Female",121905,46954.95,6161025.5,19.7864787282572,7.62128804693309
"146","Australia",1969,"Male",128271,59730.96,6234500.88,20.5743815694192,9.58071241783191
"147","Australia",1969,"Total",250176,106685.91,12395526.38,20.1827653244041,8.60680754728869
"148","Australia",1970,"Female",125544,50490.46,6364693.46,19.725066224949,7.93289736847751
"149","Australia",1970,"Male",131972,62997.53,6433360.61,20.5136954074769,9.79232065774096
"150","Australia",1970,"Total",257516,113487.99,12798054.07,20.1214964862232,8.86759732216071
"151","Australia",1971,"Female",135248,49281.03,6565160.05,20.6008686718917,7.50644761508899
"152","Australia",1971,"Male",141114,60848.07,6628564.39,21.2887726055566,9.17967548022868
"153","Australia",1971,"Total",276362,110129.1,13193724.44,20.9464735493597,8.34708201621346
"154","Australia",1972,"Female",128960,49169.58,6676045.27,19.3168252737148,7.36507588121852
"155","Australia",1972,"Male",136009,61547.54,6735596.64,20.1925690134557,9.13765228079335
"156","Australia",1972,"Total",264969,110717.12,13411641.91,19.7566414148318,8.25529944379495
"157","Australia",1973,"Female",120701,49081.49,6782529.02,17.7958693053996,7.23645853269051
"158","Australia",1973,"Male",126969,61778.96,6837777.73,18.5687521609451,9.03494708945446
"159","Australia",1973,"Total",247670,110860.45,13620306.75,18.183878274254,8.13935045919579
"160","Australia",1974,"Female",118882,51459.41,6882273.06,17.2736534809911,7.47709507474846
"161","Australia",1974,"Male",126295,64220.04,6929951.38,18.2245145852668,9.26702605523908
"162","Australia",1974,"Total",245177,115679.45,13812224.44,17.7507251684943,8.37514989004914
"163","Australia",1975,"Female",113012,48209.94,6966316.48,16.2226336291859,6.92043494412129
"164","Australia",1975,"Male",119726,60691.57,7001311.62,17.1005100898508,8.66860001297871
"165","Australia",1975,"Total",232738,108901.51,13967628.1,16.6626715956162,7.79670744526768
"166","Australia",1976,"Female",110761,50211.52,7046555.77,15.7184592892252,7.12568262267511
"167","Australia",1976,"Male",116598,62590.46,7068395.67,16.4956809781986,8.85497401703886
"168","Australia",1976,"Total",227359,112801.98,14114951.44,16.1076714267463,7.99166617607577
"169","Australia",1977,"Female",110070,48285.43,7135307.39,15.4261048590928,6.76711280409182
"170","Australia",1977,"Male",117002,60049.54,7143103.23,16.3797156827594,8.40664597255162
"171","Australia",1977,"Total",227072,108334.97,14278410.62,15.9031706009307,7.58732697099028
"172","Australia",1978,"Female",109763,48353.47,7222326.29,15.197734856147,6.69499937533285
"173","Australia",1978,"Male",115187,60391.42,7217645.19,15.9590831867977,8.3671915715214
"174","Australia",1978,"Total",224950,108744.89,14439971.48,15.5782856158383,7.53082443068648
"175","Australia",1979,"Female",108462,47372.45,7311890.55,14.8336465457624,6.47882372911066
"176","Australia",1979,"Male",114859,59452.54,7296029.6,15.742671877318,8.1486155154853
"177","Australia",1979,"Total",223321,106824.99,14607920.15,15.287665711946,7.31281311118065
"178","Australia",1980,"Female",110192,47996.95,7418127.46,14.8544225741842,6.47022449517199
"179","Australia",1980,"Male",116282,60268.03,7393461.76,15.7276799116088,8.15153063021996
"180","Australia",1980,"Total",226474,108264.98,14811589.22,15.2903241263398,7.3094776253861
"181","Australia",1981,"Female",115511,48622.48,7540613.2,15.318515475638,6.44808037627497
"182","Australia",1981,"Male",122141,60900.98,7514724.64,16.2535562979724,8.10421977085244
"183","Australia",1981,"Total",237652,109523.46,15055337.84,15.7852319573056,7.27472615785552
"184","Australia",1982,"Female",116038,51116.51,7655483.77,15.1575006212834,6.67711036111308
"185","Australia",1982,"Male",122737,62958.97,7632831.03,16.0801411059141,8.24844277995238
"186","Australia",1982,"Total",238775,114075.48,15288314.8,15.6181373240692,7.46161244665108
"187","Australia",1983,"Female",118256,49675.01,7753391.23,15.2521646969696,6.40687520162709
"188","Australia",1983,"Male",124746,60476.5,7731191.11,16.1354179744239,7.82240396590067
"189","Australia",1983,"Total",243002,110151.51,15484582.34,15.6931581791698,7.11362486771471
"190","Australia",1984,"Female",118256,51535.51,7851876.86,15.0608576915456,6.56346385951855
"191","Australia",1984,"Male",123982,61784.98,7829270.06,15.8357035904826,7.89153772018435
"192","Australia",1984,"Total",242238,113320.49,15681146.92,15.4477221108773,7.22654347785423
"193","Australia",1985,"Female",118886,54230.01,7957782.95,14.9395881675813,6.8147133869742
"194","Australia",1985,"Male",125151,63584.55,7939287.62,15.7635049881213,8.00884828001734
"195","Australia",1985,"Total",244037,117814.56,15897070.57,15.3510672878645,7.41108617976022
"196","Australia",1986,"Female",118641,52388.5,8077889.13,14.6871290371375,6.48541953929987
"197","Australia",1986,"Male",125245,61959.53,8056597.55,15.5456443272384,7.69053308365887
"198","Australia",1986,"Total",243886,114348.03,16134486.68,15.1158202201943,7.08718115846497
"199","Australia",1987,"Female",118856,54113.47,8210226.59,14.4765797505231,6.59098374530976
"200","Australia",1987,"Male",125343,64033.48,8180828.99,15.3215523944108,7.82726054758908
"201","Australia",1987,"Total",244199,118146.95,16391055.58,14.8983083370156,7.20801350610758
"202","Australia",1988,"Female",122483,54415.95,8352325.4,14.6645388121492,6.51506585219968
"203","Australia",1988,"Male",128825,64575.07,8315512.09,15.4921306836799,7.76561555092394
"204","Australia",1988,"Total",251308,118991.02,16667837.49,15.0774208202338,7.13895969236499
"205","Australia",1989,"Female",124089,57835,8486547.4,14.6218472779637,6.8149033139201
"206","Australia",1989,"Male",130517,67449.03,8445885.33,15.4533237073916,7.98602246710825
"207","Australia",1989,"Total",254606,125284.03,16932432.73,15.036587126013,7.39905670955528
"208","Australia",1990,"Female",127810,54877.85,8609879.28,14.8445751494904,6.37382339697567
"209","Australia",1990,"Male",135002,64089.9,8560727.81,15.7699208520917,7.48650131419142
"210","Australia",1990,"Total",262812,118967.75,17170607.09,15.3059235833926,6.92856981564069
"211","Australia",1991,"Female",125601,54917.44,8719079.4,14.4053052206406,6.29853651751353
"212","Australia",1991,"Male",132673,63655.18,8659379.91,15.321304917779,7.35100904009188
"213","Australia",1991,"Total",258274,118572.62,17378459.31,14.8617317216022,6.82296502151778
"214","Australia",1992,"Female",128743,57259.53,8811109.26,14.611440648507,6.49856088607849
"215","Australia",1992,"Male",135511,65735.92,8742217.64,15.5007579976012,7.51936438864498
"216","Australia",1992,"Total",264254,122995.45,17553326.9,15.0543541691803,7.00695946134291
"217","Australia",1993,"Female",127177,56182.5,8896685.23,14.2948746316385,6.31499244353956
"218","Australia",1993,"Male",134344,64662.03,8819700.51,15.2322632551613,7.33154486670886
"219","Australia",1993,"Total",261521,120844.53,17716385.74,14.7615322807935,6.8210599934702
"220","Australia",1994,"Female",127504,59353.41,8992546.22,14.1788540064907,6.60028967857782
"221","Australia",1994,"Male",134708,67691.5,8908632.28,15.1210641281514,7.59841666738994
"222","Australia",1994,"Total",262212,127044.91,17901178.5,14.6477507053516,7.09701375247445
"223","Australia",1995,"Female",126674,59000.49,9101642.82,13.9177072211234,6.48240006412381
"224","Australia",1995,"Male",133482,66251.99,9009570.62,14.815578414324,7.3535124807091
"225","Australia",1995,"Total",260156,125252.48,18111213.44,14.364360558273,6.91574202992773
"226","Australia",1996,"Female",125288,60319.95,9212182.78,13.6002512099527,6.54784554763252
"227","Australia",1996,"Male",132586,68030.01,9106671.34,14.5592165402556,7.47034865540673
"228","Australia",1996,"Total",257874,128349.96,18318854.12,14.0769721900051,7.00644042248642
"229","Australia",1997,"Female",124546,61411.02,9313136.03,13.3731537474386,6.59402158437065
"230","Australia",1997,"Male",130932,67438.46,9194948.28,14.239558071772,7.33429465249804
"231","Australia",1997,"Total",255478,128849.48,18508084.31,13.8035895947353,6.96179452404926
"232","Australia",1998,"Female",123631,60282.97,9415267.93,13.1309061961023,6.40268237167415
"233","Australia",1998,"Male",129872,67220.45,9286248.83,13.9854102961831,7.23870867888428
"234","Australia",1998,"Total",253503,127503.42,18701516.76,13.5552106951137,6.81781171208062
"235","Australia",1999,"Female",125036,60945.52,9522141.56,13.1310797274054,6.40040054182937
"236","Australia",1999,"Male",131296,67266.48,9384079.91,13.9913557066033,7.16814867788141
"237","Australia",1999,"Total",256332,128212,18906221.47,13.5580766578209,6.78147139043326
"238","Australia",2000,"Female",124627,61786.96,9640863.67,12.9269538773594,6.40886149985357
"239","Australia",2000,"Male",131186,67163.01,9494602.17,13.816903294222,7.07380981292869
"240","Australia",2000,"Total",255813,128949.97,19135465.84,13.3685274316792,6.73879439770148
"241","Australia",2001,"Female",122483,61912.89,9756777.23,12.5536329376662,6.34562914992372
"242","Australia",2001,"Male",129065,66942.99,9609547.66,13.4309131466444,6.96629980604103
"243","Australia",2001,"Total",251548,128855.88,19366324.89,12.9889383467841,6.65360520036179
"244","Australia",2002,"Female",123572,64436.18,9867826.45,12.5227171987809,6.52992635475465
"245","Australia",2002,"Male",129821,68784.6,9722208.94,13.3530353853926,7.07499709423032
"246","Australia",2002,"Total",253393,133220.78,19590035.39,12.9347903133114,6.80043590263264
"247","Australia",2003,"Female",123285,63918.62,9978199.4,12.3554355909143,6.40582708740016
"248","Australia",2003,"Male",130491,68067.26,9833414.71,13.2701613679832,6.92203695332605
"249","Australia",2003,"Total",253776,131985.88,19811614.11,12.8094560388144,6.66204577109038
"250","Australia",2004,"Female",123566,64094.08,10091529.76,12.2445261460538,6.35127493296913
"251","Australia",2004,"Male",130757,68332.05,9949777.1,13.1417014357035,6.86769656377528
"252","Australia",2004,"Total",254323,132426.13,20041306.86,12.6899409193518,6.60765941687697
"253","Australia",2005,"Female",131015,63936.88,10221021.52,12.8181904072539,6.25542954536309
"254","Australia",2005,"Male",137996,67562.03,10082787.15,13.6862950637612,6.7007295696012
"255","Australia",2005,"Total",269011,131498.91,20303808.67,13.2492875781222,6.47656368995916
"256","Australia",2006,"Female",134102,65560.89,10380305.31,12.9188878356797,6.31589226348102
"257","Australia",2006,"Male",142175,68896.87,10250067.05,13.8706409730266,6.72160188454572
"258","Australia",2006,"Total",276277,134457.76,20630372.36,13.3917602251169,6.51746646418747
"259","Australia",2007,"Female",141355,68160.52,10572203.11,13.3704393047742,6.44714439278305
"260","Australia",2007,"Male",149293,71531.08,10456790.17,14.2771345291325,6.84063453861961
"261","Australia",2007,"Total",290648,139691.6,21028993.28,13.8212988196837,6.64280967424419
"262","Australia",2008,"Female",143081,69684.52,10779927.32,13.2729095245885,6.46428477033554
"263","Australia",2008,"Male",150833,72788.17,10681665.64,14.1207378215594,6.81430897138623
"264","Australia",2008,"Total",293914,142472.69,21461592.96,13.6948827865571,6.63849557978011
"265","Australia",2009,"Female",143981,68624.84,10971798.6,13.1228256413675,6.25465728107696
"266","Australia",2009,"Male",152315,72640.59,10879424.01,14.0002816196884,6.67687829183155
"267","Australia",2009,"Total",296296,141265.43,21851222.61,13.5596989371388,6.46487533083624
"268","Australia",2010,"Female",145052,69710.79,11136630.87,13.0247650023799,6.25959419987492
"269","Australia",2010,"Male",151970,73001.66,11039226.33,13.7663632810036,6.61293262931045
"270","Australia",2010,"Total",297022,142712.45,22175857.2,13.393935455176,6.43548741827216
"271","Australia",2011,"Female",145635,71353.03,11314938.61,12.8710375742816,6.30609077604178
"272","Australia",2011,"Male",154090,75269.92,11212228.02,13.7430312445608,6.71319918447395
"273","Australia",2011,"Total",299725,146622.95,22527166.63,13.305046521068,6.50871689317282
"274","Australia",2012,"Female",149578,73330.99,11514621.2,12.9902666706917,6.36851084601897
"275","Australia",2012,"Male",158940,75630.88,11405906.83,13.9348850002837,6.63085198987199
"276","Australia",2012,"Total",308518,148961.87,22920528.03,13.4603356256099,6.49905926272851
"277","Australia",2013,"Female",148279,72092.91,11709290.25,12.6633636056635,6.15689836538128
"278","Australia",2013,"Male",157076,76176.99,11583637.57,13.5601618274733,6.57625806571225
"279","Australia",2013,"Total",305355,148269.9,23292927.82,13.1093438471832,6.36544710676908
"280","Australia",2014,"Female",149847,75485.87,11892450.56,12.6001785119046,6.34737723895991
"281","Australia",2014,"Male",157906,78465.98,11744497.13,13.4451052481972,6.68108469281051
"282","Australia",2014,"Total",307753,153951.85,23636947.69,13.0199975071316,6.51318655941062
"283","Australia",2015,"Female",147656,76786.99,12082719.92,12.2204272694918,6.35510799790185
"284","Australia",2015,"Male",156298,80504.89,11912022.24,13.1210299016366,6.75828909466509
"285","Australia",2015,"Total",303954,157291.88,23994742.16,12.6675251591868,6.55526443881571
"286","Australia",2016,"Female",150156,76703.85,12284634.68,12.2230741012154,6.24388530860244
"287","Australia",2016,"Male",158831,81903.93,12100995.6,13.1254489506632,6.76836292709668
"288","Australia",2016,"Total",308987,158607.78,24385630.28,12.6708638018439,6.50414929525455
"289","Australia",2017,"Female",145176,79496.88,12478778.78,11.6338307265032,6.3705656940895
"290","Australia",2017,"Male",154013,84832.87,12295824.97,12.5256337314307,6.89932316107131
"291","Australia",2017,"Total",299189,164329.75,24774603.75,12.0764393658567,6.63299206147747
"292","Australia",2018,"Female",143845,76444.99,12666459.75,11.3563697228028,6.03522937812201
"293","Australia",2018,"Male",152602,82979.98,12484804.53,12.2230187611916,6.64647810869651
"294","Australia",2018,"Total",296447,159424.97,25151264.28,11.7865645519749,6.33864636883375
"295","Australia",2019,"Female",143145,79079.01,12841835.52,11.1467710186028,6.15792110690419
"296","Australia",2019,"Male",151738,85705.91,12655056.88,11.9903056492623,6.77246343597628
"297","Australia",2019,"Total",294883,164784.92,25496892.4,11.5654486583628,6.46294134260848
"298","Australia",2020,"Female",138666,77371.93,12931567.04,10.7230623768239,5.98318283937845
"299","Australia",2020,"Male",146381,85194.92,12740251.83,11.4896472968698,6.6870671896287
"300","Australia",2020,"Total",285047,162566.85,25671818.87,11.103498409811,6.33250222055653
"301","Austria",1947,"Female",62179,43685,3714342.45,16.7402442927684,11.7611665020278
"302","Austria",1947,"Male",66774,46342,3246665.99,20.5669447382852,14.2737196073563
"303","Austria",1947,"Total",128953,90027,6961008.44,18.5250457762697,12.9330399145443
"304","Austria",1948,"Female",59655,40955,3713726.49,16.0633800471397,11.0280065347516
"305","Austria",1948,"Male",63566,43258,3233565.43,19.6581765163168,13.377802594828
"306","Austria",1948,"Total",123221,84213,6947291.92,17.7365513669102,12.1217016601197
"307","Austria",1949,"Female",54885,44284,3715408.67,14.7722646079738,11.9190118593334
"308","Austria",1949,"Male",58490,44963,3222400.82,18.1510629084311,13.9532610967993
"309","Austria",1949,"Total",113375,89247,6937809.49,16.3416133238331,12.8638585606363
"310","Austria",1950,"Female",52249,41934,3717555.46,14.0546659120991,11.2799931167671
"311","Austria",1950,"Male",55605,43776,3217515.78,17.2819665238751,13.6055276782512
"312","Austria",1950,"Total",107854,85710,6935071.24,15.551967134515,12.3589213482975
"313","Austria",1951,"Female",50053,43124,3712777.94,13.4812802728514,11.6150226856821
"314","Austria",1951,"Male",52711,45129,3213002.33,16.4055280968315,14.0457414483107
"315","Austria",1951,"Total",102764,88253,6925780.27,14.8378949365658,12.7426797500753
"316","Austria",1952,"Female",49814,41066,3712670.43,13.4172965091329,11.0610410415556
"317","Austria",1952,"Male",53198,42306,3215559.08,16.543934873061,13.1566545497898
"318","Austria",1952,"Total",103012,83372,6928229.51,14.8684450841756,12.033666015201
"319","Austria",1953,"Female",50039,41157,3715020.06,13.46937545204,11.0785404480427
