"","Country","Year","Male_Deaths","Female_Deaths","Total_Deaths","Male_Pop","Female_Pop","Total_Pop","Male_Births","Female_Births","Total_Births","Male_Birth_Rate","Female_Birth_Rate","Total_Birth_Rate","Male_Death_rate","Female_Death_rate","Total_Death_rate"
"1","Australia",1921,30652.02,23424.03,54076.05,2804102.72,2713450.44,5517553.16,70039,66159,136198,12.6938514172829,11.9906411558706,24.6844925731536,5.55536468995253,4.24536553083251,9.80073022078504
"2","Australia",1922,29244.97,22066.02,51310.99,2867671.93,2769348.74,5637020.67,70582,66914,137496,12.5211533063263,11.8704549649984,24.3916082713246,5.18801893979928,3.91448271911339,9.10250165891267
"3","Australia",1923,31622.01,24614.04,56236.05,2932692.19,2824938.08,5757630.27,69365,65857,135222,12.0474911981453,11.4382127562352,23.4857039543805,5.49219184232196,4.27502962950763,9.76722147182959
"4","Australia",1924,31102.96,23877.06,54980.02,2998944.56,2881861.88,5880806.44,68800,66127,134927,11.6990757478493,11.2445462496807,22.94362199753,5.2888936776501,4.06016763918521,9.34906131683531
"5","Australia",1925,31134,23433.96,54567.96,3063854.3,2939510.66,6003364.96,69542,66250,135792,11.5838368087487,11.0354776765063,22.619314485255,5.18609150159013,3.90347082946628,9.08956233105641
"6","Australia",1926,32386.98,24564.96,56951.94,3127648.9,2997282.2,6124931.1,68422,64740,133162,11.1710644385861,10.5699148191234,21.7409792577095,5.28772968564495,4.01065083001505,9.29838051566001
"7","Australia",1927,32858.05,25424.01,58282.06,3192438.57,3055104,6247542.57,68880,64818,133698,11.0251349595846,10.3749593178042,21.4000942773888,5.2593559198429,4.06944165888253,9.32879757872542
"8","Australia",1928,33144.96,26232.94,59377.9,3245654.58,3107319.99,6352974.57,69152,64926,134078,10.88497982135,10.2197796141973,21.1047594355474,5.2172347984072,4.12923736919665,9.34647216760384
"9","Australia",1929,34716.99,26138.97,60855.96,3282156.11,3150320.27,6432476.38,66623,62857,129480,10.3572863799618,9.77181979174248,20.1291061717043,5.39714224337346,4.06359362333173,9.46073586670519
"10","Australia",1930,31148.07,24183.03,55331.1,3309998.23,3188850.19,6498848.42,65883,62516,128399,10.137642200924,9.61955041259448,19.7571926135184,4.79285990178549,3.72112541132326,8.51398531310875
"11","Australia",1931,31795.95,24764,56559.95,3333668.46,3221739.39,6555407.85,61021,57488,118509,9.30849786867189,8.76955352213516,18.0780513908071,4.85033894573013,3.7776444374853,8.62798338321543
"12","Australia",1932,31860,24896.97,56756.97,3356592.81,3250235.39,6606828.2,56975,53958,110933,8.62365393427363,8.16700515990411,16.7906590941777,4.82228370945078,3.7683695180692,8.59065322751998
"13","Australia",1933,33249.98,25867.06,59117.04,3379359.64,3277861.49,6657221.13,57160,54109,111269,8.58616514064931,8.12786580817693,16.7140309488262,4.99457346401831,3.88556418584822,8.88013764986653
"14","Australia",1934,34570.97,27658.03,62229,3401241.87,3304763.64,6706005.51,55848,53627,109475,8.3280575771552,7.99686190535206,16.3249194825073,5.15522540929138,4.12436732399881,9.27959273329019
"15","Australia",1935,35690.96,27907.98,63598.94,3424218.81,3332757.36,6756976.17,56892,54433,111325,8.4197425843519,8.05582240199021,16.4755649863421,5.28209055382831,4.130246917831,9.41233747165931
"16","Australia",1936,35650.94,28280.95,63931.89,3449487.79,3362931.23,6812419.02,59394,56679,116073,8.7184889575392,8.31995211005092,17.0384410675901,5.23322771182093,4.15138145744887,9.3846091692698
"17","Australia",1937,36246.07,28249.99,64496.06,3477853.05,3394879.33,6872732.38,60905,58226,119131,8.86183203891899,8.47203074128721,17.3338627802062,5.27389515492818,4.11044522586226,9.38434038079044
"18","Australia",1938,37045.95,29405,66450.95,3509082.47,3429812.61,6938895.08,61892,58523,120415,8.91957570858673,8.43405172225201,17.3536274308387,5.33888314679633,4.23770638710969,9.57658953390602
"19","Australia",1939,38837.01,30309.97,69146.98,3541048.94,3468001.65,7009050.59,63053,59838,122891,8.9959402047917,8.53724755323816,17.5331877580299,5.54098012295842,4.32440451253755,9.86538463549597
"20","Australia",1940,38608.06,29776.03,68384.09,3572125.38,3508225.44,7080350.82,64595,61752,126347,9.1231355115254,8.7216017355479,17.8447372470733,5.45284562608721,4.20544557141026,9.65829119749747
"21","Australia",1941,39408.99,31767,71175.99,3601713.41,3549264.69,7150978.1,68961,65564,134525,9.6435758906883,9.16853597971444,18.8121118704027,5.51099296472464,4.44232936470607,9.95332232943071
"22","Australia",1942,41586.91,33603.91,75190.82,3626741.97,3586945.1,7213687.07,70227,66481,136708,9.7352434779237,9.21595286223027,18.951196340154,5.76500056024748,4.6583542748549,10.4233548351024
"23","Australia",1943,40778.01,33708,74486.01,3652982.61,3625003.1,7277985.71,76353,72942,149295,10.4909521730842,10.0222785405826,20.5132307136668,5.60292526323193,4.63150126190616,10.2344265251381
"24","Australia",1944,37819.96,31775.92,69595.88,3687460.08,3669109.07,7356569.15,78342,75002,153344,10.6492576094388,10.1952416229242,20.844499232363,5.14097797884493,4.31939391203847,9.4603718908834
"25","Australia",1945,38211.02,32020,70231.02,3723588.92,3709933.48,7433522.4,82457,78103,160560,11.0925878154346,10.5068628030232,21.5994506184578,5.14036521905147,4.30751375686983,9.4478789759213
"26","Australia",1946,41282.99,33377.94,74660.93,3770268.54,3756266.36,7526534.9,90968,85411,176379,12.0863054790326,11.3479843161293,23.4342897951619,5.48499283514915,4.43470208315914,9.91969491830829
"27","Australia",1947,40769.05,32698.97,73468.02,3833558.59,3815346.96,7648905.55,93818,88566,182384,12.2655456243671,11.5789114430887,23.8444570674559,5.33005012723683,4.27498676591712,9.60503689315395
"28","Australia",1948,42655.05,34184,76839.05,3921346.02,3892028.93,7813374.95,91311,86665,177976,11.6864991868847,11.0918777806766,22.7783769675612,5.45923500061904,4.37506202105404,9.83429702167307
"29","Australia",1949,42194.99,33065.07,75260.06,4050260.69,3998642.4,8048903.09,92746,88515,181261,11.5228123587707,10.997150668887,22.5199630276577,5.24232799527966,4.10802187953787,9.35034987481754
"30","Australia",1950,43720.06,34467,78187.06,4190416.39,4114979.28,8305395.67,97830,92761,190591,11.7790896288509,11.1687634985366,22.9478531273875,5.26405504772297,4.14995279809469,9.41400784581766
"31","Australia",1951,45953.02,35834.94,81787.96,4314955.44,4219194,8534149.44,99401,93897,193298,11.6474407553848,11.0025024356733,22.6499431910581,5.38460456113128,4.19900544886638,9.58361000999767
"32","Australia",1952,45850.99,35745.94,81596.93,4419416.33,4311846.67,8731263,103381,98269,201650,11.8403259642963,11.2548436577847,23.095169622081,5.25135825137784,4.09401709695379,9.34537534833162
"33","Australia",1953,44821.98,35365.96,80187.94,4506357.76,4400490.56,8906848.32,103499,98736,202235,11.6201597109942,11.0854026534046,22.7055623643987,5.03230529921048,3.97064805971682,9.0029533589273
"34","Australia",1954,45786.97,36018.04,81805.01,4603339.52,4496299.43,9099638.95,103555,98701,202256,11.3801218453838,10.8466940877913,22.226815933175,5.03173480306051,3.95818341781571,8.98991822087623
"35","Australia",1955,46188,35848.04,82036.04,4718389.68,4601378.79,9319768.47,106450,101227,207677,11.4219575671497,10.8615359196793,22.2834934868291,4.95591710767038,3.84645177778757,8.80236888545794
"36","Australia",1956,48191.97,37896,86087.97,4830902.66,4708634.08,9539536.74,109589,102544,212133,11.4878744101362,10.7493689468195,22.2372433569557,5.05181449723103,3.97251994859448,9.02433444582551
"37","Australia",1957,47658.98,37293.98,84952.96,4931500.74,4817002.15,9748502.89,113237,107121,220358,11.6158348905203,10.9884565054481,22.6042913959684,4.8888511946679,3.82561101133345,8.71446220600136
"38","Australia",1958,47050,36673.06,83723.06,5031009.88,4926449.21,9957459.09,113957,108547,222504,11.4443854571739,10.9010741614807,22.3454596186546,4.72510100967937,3.68297370529292,8.40807471497229
"39","Australia",1959,50292.99,38919.01,89212,5138896.23,5034725.56,10173621.79,116241,110735,226976,11.4257245255822,10.8845209981017,22.3102455236839,4.94346959599331,3.82548229169034,8.76895188768365
"40","Australia",1960,49628.99,38835.02,88464.01,5254733.46,5144702.04,10399435.5,118415,111911,230326,11.3866757479288,10.7612571855463,22.1479329334751,4.7722773029363,3.73433923408631,8.50661653702261
"41","Australia",1961,50248.01,38712.94,88960.95,5358006.85,5254264.27,10612271.12,123112,116874,239986,11.6009097965827,11.0130997105547,22.6140095071374,4.73489693504928,3.64794110160276,8.38283803665205
"42","Australia",1962,52377.98,40784.97,93162.95,5451840.38,5359720.98,10811561.36,122110,114971,237081,11.2943908778778,10.6340792205429,21.9284700984206,4.84462680790816,3.77234782673425,8.61697463464241
"43","Australia",1963,53212.05,41682.05,94894.1,5555308.54,5468062.27,11023370.81,121136,114553,235689,10.9890161628338,10.3918304096313,21.3808465724651,4.82720312299827,3.78124357045012,8.60844669344839
"44","Australia",1964,56378.41,44355.51,100733.92,5662537.36,5577810.04,11240347.4,118062,111087,229149,10.5034120208776,9.88287959854337,20.3862916194209,5.01571775263814,3.94609778697765,8.9618155396158
"45","Australia",1965,56181.95,44242.5,100424.45,5780982.59,5698423.06,11479405.65,114466,108388,222854,9.97142217027586,9.44195224950518,19.413374419781,4.89415146680525,3.85407584233248,8.74822730913773
"46","Australia",1966,58075.06,46381.98,104457.04,5892938.98,5814329.63,11707268.61,115078,108653,223731,9.82961985699242,9.28081550184915,19.1104353588416,4.96059857637451,3.96181052516228,8.92240910153679
"47","Australia",1967,57658.93,45330.49,102989.42,5994273.31,5918516.21,11912789.52,117680,111616,229296,9.87845876084949,9.36942601165004,19.2478847724995,4.84008635451825,3.8051952419621,8.64528159648035
"48","Australia",1968,61007.47,48189.49,109196.96,6109356.16,6034768.77,12144124.93,123627,117279,240906,10.1799842073924,9.65726231210634,19.8372465194987,5.02362009215595,3.96813193851095,8.9917520306669
"49","Australia",1969,59730.96,46954.95,106685.91,6234500.88,6161025.5,12395526.38,128271,121905,250176,10.3481688528341,9.83459647156993,20.1827653244041,4.8187513921454,3.78805615514329,8.60680754728869
"50","Australia",1970,62997.53,50490.46,113487.99,6433360.61,6364693.46,12798054.07,131972,125544,257516,10.3118801716393,9.80961631458399,20.1214964862232,4.92243036757228,3.94516695458843,8.86759732216071
"51","Australia",1971,60848.07,49281.03,110129.1,6628564.39,6565160.05,13193724.44,141114,135248,276362,10.6955394317755,10.2509341175842,20.9464735493597,4.61189486537435,3.73518715083912,8.34708201621346
"52","Australia",1972,61547.54,49169.58,110717.12,6735596.64,6676045.27,13411641.91,136009,128960,264969,10.1411147801813,9.61552663465051,19.7566414148318,4.58911298206589,3.66618646172905,8.25529944379495
"53","Australia",1973,61778.96,49081.49,110860.45,6837777.73,6782529.02,13620306.75,126969,120701,247670,9.32203674487728,8.86184152937671,18.183878274254,4.53579799148063,3.60355246771516,8.13935045919579
"54","Australia",1974,64220.04,51459.41,115679.45,6929951.38,6882273.06,13812224.44,126295,118882,245177,9.14371182922944,8.60701333926485,17.7507251684943,4.64950741851687,3.72564247153227,8.37514989004914
"55","Australia",1975,60691.57,48209.94,108901.51,7001311.62,6966316.48,13967628.1,119726,113012,232738,8.57167724848001,8.09099434713615,16.6626715956162,4.34515936173873,3.45154808352894,7.79670744526768
"56","Australia",1976,62590.46,50211.52,112801.98,7068395.67,7046555.77,14114951.44,116598,110761,227359,8.26060227664517,7.84706915010116,16.1076714267463,4.43433760761135,3.55732856846442,7.99166617607577
"57","Australia",1977,60049.54,48285.43,108334.97,7143103.23,7135307.39,14278410.62,117002,110070,227072,8.19432940499088,7.70884119593978,15.9031706009307,4.20561794993398,3.38170902105629,7.58732697099028
"58","Australia",1978,60391.42,48353.47,108744.89,7217645.19,7222326.29,14439971.48,115187,109763,224950,7.97695481320992,7.60133080262843,15.5782856158383,4.18223956215182,3.34858486853466,7.53082443068648
"59","Australia",1979,59452.54,47372.45,106824.99,7296029.6,7311890.55,14607920.15,114859,108462,223321,7.86278941975186,7.42487629219414,15.287665711946,4.06988396633589,3.24292914484476,7.31281311118065
"60","Australia",1980,60268.03,47996.95,108264.98,7393461.76,7418127.46,14811589.22,116282,110192,226474,7.85074432411244,7.43957980222733,15.2903241263398,4.06897795400783,3.24049967137827,7.3094776253861
"61","Australia",1981,60900.98,48622.48,109523.46,7514724.64,7540613.2,15055337.84,122141,115511,237652,8.1128036645905,7.67242829271508,15.7852319573056,4.04514203847318,3.22958411938234,7.27472615785552
"62","Australia",1982,62958.97,51116.51,114075.48,7632831.03,7655483.77,15288314.8,122737,116038,238775,8.02815755729991,7.58997976676932,15.6181373240692,4.11811051928366,3.34350192736743,7.46161244665108
"63","Australia",1983,60476.5,49675.01,110151.51,7731191.11,7753391.23,15484582.34,124746,118256,243002,8.05614237832908,7.63701580084077,15.6931581791698,3.90559452441776,3.20803034329694,7.11362486771471
"64","Australia",1984,61784.98,51535.51,113320.49,7829270.06,7851876.86,15681146.92,123982,118256,242238,7.90643698656195,7.54128512431538,15.4477221108773,3.9400804236582,3.28646305419604,7.22654347785423
"65","Australia",1985,63584.55,54230.01,117814.56,7939287.62,7957782.95,15897070.57,125151,118886,244037,7.87258252700831,7.47848476085616,15.3510672878645,3.99976522215313,3.4113209576071,7.41108617976022
"66","Australia",1986,61959.53,52388.5,114348.03,8056597.55,8077889.13,16134486.68,125245,118641,243886,7.76256490113511,7.35325531905921,15.1158202201943,3.84019220622642,3.24698895223855,7.08718115846497
"67","Australia",1987,64033.48,54113.47,118146.95,8180828.99,8210226.59,16391055.58,125343,118856,244199,7.64703648207628,7.25127185493931,14.8983083370156,3.90661112016069,3.30140238594689,7.20801350610758
"68","Australia",1988,64575.07,54415.95,118991.02,8315512.09,8352325.4,16667837.49,128825,122483,251308,7.72895704540493,7.3484637748289,15.0774208202338,3.8742320375239,3.26472765484108,7.13895969236499
"69","Australia",1989,67449.03,57835,125284.03,8445885.33,8486547.4,16932432.73,130517,124089,254606,7.70810680787509,7.32848031813796,15.036587126013,3.98342229232645,3.41563441722883,7.39905670955528
"70","Australia",1990,64089.9,54877.85,118967.75,8560727.81,8609879.28,17170607.09,135002,127810,262812,7.8623894479901,7.44353413540255,15.3059235833926,3.73253546971705,3.19603434592364,6.92856981564069
"71","Australia",1991,63655.18,54917.44,118572.62,8659379.91,8719079.4,17378459.31,132673,125601,258274,7.63433614184985,7.22739557975235,14.8617317216022,3.66287821402967,3.16008680748811,6.82296502151778
"72","Australia",1992,65735.92,57259.53,122995.45,8742217.64,8811109.26,17553326.9,135511,128743,264254,7.71996105194167,7.33439311723865,15.0543541691803,3.74492655292599,3.26203290841692,7.00695946134291
"73","Australia",1993,64662.03,56182.5,120844.53,8819700.51,8896685.23,17716385.74,134344,127177,261521,7.58303651611505,7.17849576467847,14.7615322807935,3.64984319877424,3.17121679469596,6.8210599934702
"74","Australia",1994,67691.5,59353.41,127044.91,8908632.28,8992546.22,17901178.5,134708,127504,262212,7.52509115531137,7.12265955004024,14.6477507053516,3.78139908498203,3.31561466749242,7.09701375247445
"75","Australia",1995,66251.99,59000.49,125252.48,9009570.62,9101642.82,18111213.44,133482,126674,260156,7.37013013745367,6.99423042081933,14.364360558273,3.65806466913351,3.25767736079422,6.91574202992773
"76","Australia",1996,68030.01,60319.95,128349.96,9106671.34,9212182.78,18318854.12,132586,125288,257874,7.23767977688334,6.83929241312174,14.0769721900051,3.71366077563371,3.29277964685271,7.00644042248642
"77","Australia",1997,67438.46,61411.02,128849.48,9194948.28,9313136.03,18508084.31,130932,124546,255478,7.07431400284128,6.72927559189404,13.8035895947353,3.64372988962249,3.31806463442677,6.96179452404926
"78","Australia",1998,67220.45,60282.97,127503.42,9286248.83,9415267.93,18701516.76,129872,123631,253503,6.94446347142166,6.61074722369203,13.5552106951137,3.59438492944997,3.22342678263065,6.81781171208062
"79","Australia",1999,67266.48,60945.52,128212,9384079.91,9522141.56,18906221.47,131296,125036,256332,6.94459229774378,6.61348436007716,13.5580766578209,3.55790183177199,3.22356955866126,6.78147139043326
"80","Australia",2000,67163.01,61786.96,128949.97,9494602.17,9640863.67,19135465.84,131186,124627,255813,6.85564705332515,6.51288037835404,13.3685274316792,3.50987065387273,3.22892374382875,6.73879439770148
"81","Australia",2001,66942.99,61912.89,128855.88,9609547.66,9756777.23,19366324.89,129065,122483,251548,6.66440332551914,6.32453502126495,12.9889383467841,3.45666978015879,3.196935420203,6.65360520036179
"82","Australia",2002,68784.6,64436.18,133220.78,9722208.94,9867826.45,19590035.39,129821,123572,253393,6.62688950864626,6.30790080466516,12.9347903133114,3.5112034578106,3.28923244482204,6.80043590263264
"83","Australia",2003,68067.26,63918.62,131985.88,9833414.71,9978199.4,19811614.11,130491,123285,253776,6.58659104076402,6.22286499805038,12.8094560388144,3.43572510660011,3.22632066449027,6.66204577109038
"84","Australia",2004,68332.05,64094.08,132426.13,9949777.1,10091529.76,20041306.86,130757,123566,254323,6.52437492791326,6.16556599143854,12.6899409193518,3.40956058790669,3.19809882897028,6.60765941687697
"85","Australia",2005,67562.03,63936.88,131498.91,10082787.15,10221021.52,20303808.67,137996,131015,269011,6.79655734758261,6.45273023053955,13.2492875781222,3.32755450458054,3.14900918537862,6.47656368995916
"86","Australia",2006,68896.87,65560.89,134457.76,10250067.05,10380305.31,20630372.36,142175,134102,276277,6.89153823881829,6.50022198629865,13.3917602251169,3.33958441455877,3.1778820496287,6.51746646418747
"87","Australia",2007,71531.08,68160.52,139691.6,10456790.17,10572203.11,21028993.28,149293,141355,290648,7.09938883008669,6.72190998959699,13.8212988196837,3.40154562073263,3.24126405351155,6.64280967424419
"88","Australia",2008,72788.17,69684.52,142472.69,10681665.64,10779927.32,21461592.96,150833,143081,293914,7.02804308520443,6.66683970135272,13.6948827865571,3.39155486434125,3.24694071543886,6.63849557978011
"89","Australia",2009,72640.59,68624.84,141265.43,10879424.01,10971798.6,21851222.61,152315,143981,296296,6.97054818023292,6.58915075690586,13.5596989371388,3.32432611650557,3.14054921433067,6.46487533083624
"90","Australia",2010,73001.66,69710.79,142712.45,11039226.33,11136630.87,22175857.2,151970,145052,297022,6.85294816923695,6.54098728593905,13.393935455176,3.29194309566532,3.14354432260684,6.43548741827216
"91","Australia",2011,75269.92,71353.03,146622.95,11212228.02,11314938.61,22527166.63,154090,145635,299725,6.84018556487235,6.46486095619563,13.305046521068,3.341295478312,3.16742141486082,6.50871689317282
"92","Australia",2012,75630.88,73330.99,148961.87,11405906.83,11514621.2,22920528.03,158940,149578,308518,6.93439521951537,6.52594040609456,13.4603356256099,3.29970059594652,3.19935866678199,6.49905926272851
"93","Australia",2013,76176.99,72092.91,148269.9,11583637.57,11709290.25,23292927.82,157076,148279,305355,6.74350606389335,6.36583778328988,13.1093438471832,3.27039136465241,3.09505574211666,6.36544710676908
"94","Australia",2014,78465.98,75485.87,153951.85,11744497.13,11892450.56,23636947.69,157906,149847,307753,6.680473387298,6.3395241198336,13.0199975071316,3.31963251046988,3.19355404894074,6.51318655941062
"95","Australia",2015,80504.89,76786.99,157291.88,11912022.24,12082719.92,23994742.16,156298,147656,303954,6.51384369783117,6.15368146135562,12.6675251591868,3.35510544198321,3.2001589968325,6.55526443881571
"96","Australia",2016,81903.93,76703.85,158607.78,12100995.6,12284634.68,24385630.28,158831,150156,308987,6.51330304676464,6.15756075507924,12.6708638018439,3.35869645605076,3.14545283920379,6.50414929525455
"97","Australia",2017,84832.87,79496.88,164329.75,12295824.97,12478778.78,24774603.75,154013,145176,299189,6.21656764136944,5.85987172448722,12.0764393658567,3.42418675414738,3.20880530733009,6.63299206147747
"98","Australia",2018,82979.98,76444.99,159424.97,12484804.53,12666459.75,25151264.28,152602,143845,296447,6.0673689521583,5.71919559981658,11.7865645519749,3.29923693203704,3.03940943679671,6.33864636883375
"99","Australia",2019,85705.91,79079.01,164784.92,12655056.88,12841835.52,25496892.4,151738,143145,294883,5.95123506110101,5.61421359726176,11.5654486583628,3.36142572417963,3.10151561842886,6.46294134260848
"100","Australia",2020,85194.92,77371.93,162566.85,12740251.83,12931567.04,25671818.87,146381,138666,285047,5.70201124981683,5.40148715999413,11.103498409811,3.31861643428618,3.01388578627035,6.33250222055653
"101","Austria",1947,46342,43685,90027,3246665.99,3714342.45,6961008.44,66774,62179,128953,9.59257564123856,8.93247013503118,18.5250457762697,6.65736874181983,6.27567117272451,12.9330399145443
"102","Austria",1948,43258,40955,84213,3233565.43,3713726.49,6947291.92,63566,59655,123221,9.14975226778724,8.58679909912293,17.7365513669102,6.22659886731807,5.8951027928016,12.1217016601197
"103","Austria",1949,44963,44284,89247,3222400.82,3715408.67,6937809.49,58490,54885,113375,8.43061489138699,7.91099843244615,16.3416133238331,6.48086403421838,6.38299452641788,12.8638585606363
"104","Austria",1950,43776,41934,85710,3217515.78,3717555.46,6935071.24,55605,52249,107854,8.01794214878173,7.53402498573324,15.551967134515,6.31226392419871,6.04665742409879,12.3589213482975
"105","Austria",1951,45129,43124,88253,3213002.33,3712777.94,6925780.27,52711,50053,102764,7.61083920440346,7.22705573216229,14.8378949365658,6.51608890849204,6.22659084158326,12.7426797500753
"106","Austria",1952,42306,41066,83372,3215559.08,3712670.43,6928229.51,53198,49814,103012,7.67844077959825,7.19000430457737,14.8684450841756,6.10632195987976,5.92734405532129,12.033666015201
"107","Austria",1953,42242,41157,83399,3220309.37,3715020.06,6935329.43,52828,50039,102867,7.61723008736731,7.21508624861386,14.8323163359812,6.09084260904388,5.93439726481746,12.0252398738613
"108","Austria",1954,43054,41578,84632,3225645.65,3718263.47,6943909.12,53415,50570,103985,7.69235297826018,7.28264139493807,14.9749943731982,6.20025395724073,5.9876935716578,12.1879475288985
"109","Austria",1955,43523,41472,84995,3228951.17,3719607.71,6948558.88,55766,52809,108575,8.02554903298164,7.59999316577713,15.6255421987588,6.26360094972672,5.96843183114827,12.232032780875
"110","Austria",1956,44354,42470,86824,3233008.48,3721856.44,6954864.92,59153,56674,115827,8.5052694308835,8.14882828809851,16.654097718982,6.37740639253134,6.10651687538455,12.4839232679159
"111","Austria",1957,45758,43540,89298,3244496.87,3731222.17,6975719.04,61257,57455,118712,8.7814603267049,8.23642690746903,17.0178872341739,6.55961052009342,6.24165046647292,12.8012609865663
"112","Austria",1958,43942,42038,85980,3256312.52,3741480.14,6997792.66,61326,58429,119755,8.76362061290338,8.34963292553455,17.1132535384379,6.27940868428074,6.00732288629998,12.2867315705807
"113","Austria",1959,45045,42925,87970,3273215.34,3756105.32,7029320.66,64162,60215,124377,9.12776683600603,8.56626165066711,17.6940284866731,6.40815836675745,6.10656449979051,12.514722866548
"114","Austria",1960,46223,43380,89603,3291223.19,3772472.4,7063695.59,64795,61150,125945,9.17296041065666,8.65694157128875,17.8299019819454,6.54374178658512,6.1412612487736,12.6850030353587
"115","Austria",1961,43794,41879,85673,3313473.75,3793603.15,7107076.9,67735,63828,131563,9.53064121200096,8.98090746703472,18.5115486790357,6.16202703533432,5.89257729855153,12.0546043338858
"116","Austria",1962,46247,44607,90854,3337227.57,3813519.48,7150747.05,68336,64917,133253,9.55648403197258,9.07835217021136,18.6348362021839,6.46743615410085,6.23808948744733,12.7055256415482
"117","Austria",1963,46350,45229,91579,3363041.26,3835837.23,7198878.49,68759,66050,134809,9.5513488796225,9.17504026380642,18.7263891434289,6.43850289519194,6.28278419518093,12.7212870903729
"118","Austria",1964,45038,44043,89081,3389638.21,3857167.71,7246805.92,68366,65475,133841,9.43394935019869,9.03501497387969,18.4689643240784,6.21487597393805,6.07757410453736,12.2924500784754
"119","Austria",1965,47415,46858,94273,3416932.42,3875922.7,7292855.12,66503,63421,129924,9.11892515424055,8.69631974808791,17.8152449023285,6.50156889446064,6.42519277141488,12.9267616658755
"120","Austria",1966,45660,45780,91440,3449822.4,3899055.53,7348877.93,65786,62791,128577,8.95184280193915,8.54429759183658,17.4961403937757,6.21319342012802,6.22952244357119,12.4427158636992
"121","Austria",1967,47788,47650,95438,3480774.86,3921526.97,7402301.83,65415,61989,127404,8.8371160082782,8.37428700202029,17.2114030102985,6.45582969966519,6.43718685002608,12.8930165496913
"122","Austria",1968,48043,47971,96014,3493494.09,3931751.04,7425245.13,64961,61154,126115,8.74866739921353,8.23595705317812,16.9846244523916,6.47022410154424,6.46052745197383,12.9307515535181
"123","Austria",1969,49088,49627,98715,3509948.1,3943400.19,7453348.29,62060,59317,121377,8.3264591409561,7.95843662365602,16.2848957646121,6.58603329537952,6.65834978711293,13.2443830824924
"124","Austria",1970,49082,49737,98819,3524236,3952977,7477213,57878,54423,112301,7.74058462691915,7.27851406667163,15.0190986935908,6.56421048858712,6.65180997251249,13.2160204610996
"125","Austria",1971,47872,49462,97334,3548701,3971121,7519822,55764,52746,108510,7.41560106076979,7.01426177374943,14.4298628345192,6.36610813394253,6.5775493090129,12.9436574429554
"126","Austria",1972,47017,48306,95323,3574588,3989682,7564270,53412,50621,104033,7.06109115618559,6.69211966257154,13.7532108187571,6.21566919213619,6.38607558958102,12.6017447817172
"127","Austria",1973,45619,47149,92768,3598210,4005502,7603712,50404,47637,98041,6.62886758467443,6.26496637431823,12.8938339589927,5.99956968385967,6.20078719446502,12.2003568783247
"128","Austria",1974,46341,47983,94324,3587840,4002455,7590295,50011,47419,97430,6.58880847187099,6.247319768204,12.836128240075,6.10529630271287,6.32162518057599,12.4269214832889
"129","Austria",1975,46821,49220,96041,3571407,3992091,7563498,48165,45592,93757,6.36808524309784,6.02789873151285,12.3959839746107,6.19038968477284,6.50757096782468,12.6979606525975
"130","Austria",1976,45810,49330,95140,3571942,3991534,7563476,45012,42434,87446,5.95123194679272,5.61038337399365,11.5616153207864,6.05673899143727,6.52213347407991,12.5788724655172
"131","Austria",1977,44522,47880,92402,3575849,3993355,7569204,43978,41617,85595,5.81012217400932,5.4982003391638,11.3083225131731,5.8819923468835,6.32563212723557,12.2076244741191
"132","Austria",1978,45635,48982,94617,3566795,3984453,7551248,43866,41536,85402,5.80910599148644,5.50054772403184,11.3096537155183,6.04337190355819,6.48660989547688,12.5299817990351
"133","Austria",1979,44413,47599,92012,3563091,3980563,7543654,44475,41913,86388,5.89568397490129,5.5560607631262,11.4517447380275,5.88746514620103,6.3098068919916,12.1972720381926
"134","Austria",1980,44139,48303,92442,3569133,3982277,7551410,46874,43998,90872,6.2073175738041,5.82646154824066,12.0337791220448,5.84513355783887,6.39655375618593,12.2416873140248
"135","Austria",1981,44235,48458,92693,3588857,3992312,7581169,48122,45820,93942,6.34756988005412,6.04392277760857,12.3914926576627,5.83485211845297,6.39189022167953,12.2267423401325
"136","Austria",1982,43485,47854,91339,3581097,3980242,7561339,48199,46641,94840,6.37440008971956,6.16835192814394,12.5427520178635,5.75096553665958,6.32877325034627,12.0797387870058
"137","Austria",1983,43945,49096,93041,3581923,3974862,7556785,46129,43989,90118,6.10431552571629,5.82112631231403,11.9254418380303,5.81530373035623,6.49694281364363,12.3122465439999
"138","Austria",1984,41989,46477,88466,3586587,3973632,7560219,45524,43710,89234,6.02151868881047,5.78157854951027,11.8030972383207,5.55393964116648,6.14757323828847,11.7015128794549
"139","Austria",1985,41873,47705,89578,3592918,3970968,7563886,45054,42386,87440,5.95646206196127,5.60373331909021,11.5601953810515,5.53591103832078,6.30694328285751,11.8428543211783
"140","Austria",1986,40366,46705,87071,3600977,3969516,7570493,44535,42429,86964,5.88270803499851,5.60452271734483,11.4872307523433,5.33201734682272,6.16934722745269,11.5013645742754
"141","Austria",1987,39202,45705,84907,3607588,3966555,7574143,44285,42218,86503,5.84686610749229,5.57396394549192,11.4208300529842,5.1757670801832,6.03434606397054,11.2101131441537
"142","Austria",1988,38491,44772,83263,3622430,3970814,7593244,45355,42697,88052,5.97307290533532,5.62302488896709,11.5960977943024,5.06911143642954,5.89629412672634,10.9654055631559
"143","Austria",1989,38746,44661,83407,3654767,3990615,7645382,45505,43254,88759,5.95195897340381,5.65753287409315,11.609491847497,5.06789588800141,5.84156553590128,10.9094614239027
